$cid,CCTVID,LinkID,LookingViews_bearing,LookingViews_image,VideoStreamURL,VideoImageURL,ImageRefreshRate,LocationType,PositionLon,PositionLat,RoadID,RoadName,RoadClass,RoadDirection,RoadSection_Start,RoadSection_End,LocationMile,LayoutMapURL,SubAuthorityCode,Version
547,CCTV-N1H-N-40.621-M,00001B0104010H,,,,,,0,121.37094,25.065079,00001B,國道1號五股楊梅高架道路,0,1,機場系統交流道,泰山轉接道交流道,40K+621,,NFB-NR,
548,CCTV-N1H-N-40.91-M,00001B0104010H,,,,,,0,121.36834,25.064827,00001B,國道1號五股楊梅高架道路,0,1,機場系統交流道,泰山轉接道交流道,40K+910,,NFB-NR,
549,CCTV-N1H-N-41.475-M,00001B0104100H,,,,,,0,121.36281,25.06445,00001B,國道1號五股楊梅高架道路,0,1,機場系統交流道,泰山轉接道交流道,41K+475,,NFB-NR,
550,CCTV-N1H-N-42.21-M,00001B0104200H,,,,,,0,121.35539,25.064608,00001B,國道1號五股楊梅高架道路,0,1,機場系統交流道,泰山轉接道交流道,42K+210,,NFB-NR,
551,CCTV-N1H-N-42.627-M,00001B0104200H,,,,,,0,121.35139,25.065,00001B,國道1號五股楊梅高架道路,0,1,機場系統交流道,泰山轉接道交流道,42K+627,,NFB-NR,
552,CCTV-N1H-N-43.6-M,00001B0104300H,,,,,,0,121.34194,25.064444,00001B,國道1號五股楊梅高架道路,0,1,機場系統交流道,泰山轉接道交流道,43K+600,,NFB-NR,
553,CCTV-N1H-N-44.74-M,00001B0104400H,,,,,,0,121.33222,25.059168,00001B,國道1號五股楊梅高架道路,0,1,機場系統交流道,泰山轉接道交流道,44K+740,,NFB-NR,
554,CCTV-N1H-N-45.988-M,00001B0104500H,,,,,,0,121.32458,25.05047,00001B,國道1號五股楊梅高架道路,0,1,機場系統交流道,泰山轉接道交流道,45K+988,,NFB-NR,
555,CCTV-N1H-N-47.033-M,00001B0104600H,,,,,,0,121.31591,25.046116,00001B,國道1號五股楊梅高架道路,0,1,機場系統交流道,泰山轉接道交流道,47K+033,,NFB-NR,
556,CCTV-N1H-N-48.043-M,00001B0104700H,,,,,,0,121.3075,25.043056,00001B,國道1號五股楊梅高架道路,0,1,機場系統交流道,泰山轉接道交流道,48K+043,,NFB-NR,
557,CCTV-N1H-N-49.493-M,00001B0104900H,,,,,,0,121.29537,25.035927,00001B,國道1號五股楊梅高架道路,0,1,機場系統交流道,泰山轉接道交流道,49K+493,,NFB-NR,
558,CCTV-N1H-N-50.571-M,00001B0105000H,,,,,,0,121.28778,25.030556,00001B,國道1號五股楊梅高架道路,0,1,機場系統交流道,泰山轉接道交流道,50K+571,,NFB-NR,
559,CCTV-N1H-N-51.766-M,00001B0105130H,,,,,,0,121.27762,25.02175,00001B,國道1號五股楊梅高架道路,0,1,機場系統交流道,泰山轉接道交流道,51K+766,,NFB-NR,
560,CCTV-N1H-N-52.653-M,00001B0105220H,,,,,,0,121.27111,25.01639,00001B,國道1號五股楊梅高架道路,0,1,中壢轉接一交流道,機場系統交流道,52K+653,,NFB-NR,
561,CCTV-N1H-N-53.448-M,00001B0105300H,,,,,,0,121.26417,25.011278,00001B,國道1號五股楊梅高架道路,0,1,中壢轉接一交流道,機場系統交流道,53K+448,,NFB-NR,
562,CCTV-N1H-N-54.323-M,00001B0105400H,,,,,,0,121.258354,25.0067,00001B,國道1號五股楊梅高架道路,0,1,中壢轉接一交流道,機場系統交流道,54K+323,,NFB-NR,
563,CCTV-N1H-N-55.55-M,00001B0105500H,,,,,,0,121.24904,24.999428,00001B,國道1號五股楊梅高架道路,0,1,中壢轉接一交流道,機場系統交流道,55K+550,,NFB-NR,
564,CCTV-N1H-N-56.585-M,00001B0105600H,,,,,,0,121.24214,24.99272,00001B,國道1號五股楊梅高架道路,0,1,中壢轉接一交流道,機場系統交流道,56K+585,,NFB-NR,
565,CCTV-N1H-N-57.738-M,00001B0105700H,,,,,,0,121.23436,24.985104,00001B,國道1號五股楊梅高架道路,0,1,中壢轉接一交流道,機場系統交流道,57K+738,,NFB-NR,
566,CCTV-N1H-N-58.783-M,00001B0105800H,,,,,,0,121.22685,24.97864,00001B,國道1號五股楊梅高架道路,0,1,中壢轉接二交流道,中壢轉接一交流道,58K+783,,NFB-NR,
567,CCTV-N1H-N-59.5-M,,,,,,,0,121.22189,24.97429,,,,,中壢轉接二交流道,中壢轉接一交流道,59K+500,,NFB-NR,
568,CCTV-N1H-N-60.2-M,,,,,,,0,121.419846,25.063759,,,,,中壢轉接二交流道,中壢轉接一交流道,60K+200,,NFB-NR,
569,CCTV-N1H-N-61.708-M,00001B0106100H,,,,,,0,121.20528,24.96173,00001B,國道1號五股楊梅高架道路,0,1,校前路交流道,中壢轉接二交流道,61K+708,,NFB-NR,
570,CCTV-N1H-N-63.265-M,00001B0106300H,,,,,,0,121.19611,24.949722,00001B,國道1號五股楊梅高架道路,0,1,校前路交流道,中壢轉接二交流道,63K+265,,NFB-NR,
571,CCTV-N1H-N-65.5-M,00001B0106500H,,,,,,0,121.18682,24.93313,00001B,國道1號五股楊梅高架道路,0,1,校前路交流道,中壢轉接二交流道,65K+500,,NFB-NR,
572,CCTV-N1H-N-67-M,00001B0106600H,,,,,,0,121.17386,24.9271,00001B,國道1號五股楊梅高架道路,0,1,校前路交流道,中壢轉接二交流道,67K+000,,NFB-NR,
573,CCTV-N1H-N-69.5-M,00001B0106900H,,,,,,0,121.16321,24.90587,00001B,國道1號五股楊梅高架道路,0,1,校前路交流道,中壢轉接二交流道,69K+500,,NFB-NR,
574,CCTV-N1H-N-71-M,,,,,,,0,121.15039,24.89994,,,,,楊梅端,校前路交流道,71K+000,,NFB-NR,
575,CCTV-N2-E-0.4-M,,,,,,,0,121.21481,25.06367,,,,,桃園機場交流道,大園交流道,0K+400,,NFB-NR,
576,CCTV-N2-E-1.8-M,0000200000180H,,,,,,0,121.21617,25.051586,000020,國道2號,0,0,大園交流道,大竹交流道,1K+800,,NFB-NR,
577,CCTV-N2-E-2.9-M,0000200000200H,,,,,,0,121.22053,25.042345,000020,國道2號,0,0,大園交流道,大竹交流道,2K+900,,NFB-NR,
578,CCTV-N2-E-3.35-M,0000200000300H,,,,,,0,121.223335,25.038889,000020,國道2號,0,0,大園交流道,大竹交流道,3K+350,,NFB-NR,
579,CCTV-N2-E-7.45-M,0000200000700H,,,,,,0,121.26135,25.027493,000020,國道2號,0,0,大竹交流道,機場系統交流道,7K+450,,NFB-NR,
580,CCTV-N2-E-9.18-M,,,,,,,0,121.27354,25.020897,,,,,機場系統交流道,南桃園交流道,9K+180,,NFB-NR,
581,CCTV-N2-E-11.59-M,,,,,,,0,121.28306,24.99889,,,,,機場系統交流道,南桃園交流道,11K+590,,NFB-NR,
582,CCTV-N2-E-12.54-M,0000200001200H,,,,,,0,121.2816,24.990568,000020,國道2號,0,0,南桃園交流道,大湳交流道,12K+540,,NFB-NR,
583,CCTV-N2-E-13.01-M,0000200001200H,,,,,,0,121.281944,24.98639,000020,國道2號,0,0,南桃園交流道,大湳交流道,13K+010,,NFB-NR,
584,CCTV-N2-E-14.458-M,0000200001400H,,,,,,0,121.290474,24.976444,000020,國道2號,0,0,南桃園交流道,大湳交流道,14K+458,,NFB-NR,
585,CCTV-N2-E-15.1-M,0000200001400H,,,,,,0,121.29646,24.975237,000020,國道2號,0,0,南桃園交流道,大湳交流道,15K+100,,NFB-NR,
586,CCTV-N2-E-18.06-M,,,,,,,0,121.32351,24.963324,,,,,南桃園交流道,大湳交流道,18K+060,,NFB-NR,
587,CCTV-N2-E-19.3-M,0000200001910H,,,,,,0,121.32458,24.952152,000020,國道2號,0,0,大湳交流道,鶯歌系統交流道,19K+300,,NFB-NR,
588,CCTV-N2-E-20-M,,,,,,,0,121.32368,24.942049,,,,,大湳交流道,鶯歌系統交流道,20K+000,,NFB-NR,
589,CCTV-N2-W-1-M,,,,,,,0,121.213585,25.058521,,,,,大竹交流道,大園交流道,1K+000,,NFB-NR,
590,CCTV-N2-W-4.2-M,0000200100420H,,,,,,0,121.23167,25.036667,000020,國道2號,0,1,大竹交流道,大園交流道,4K+200,,NFB-NR,
591,CCTV-N2-W-5.25-M,0000200100500H,,,,,,0,121.2412,25.033812,000020,國道2號,0,1,機場系統交流道,大竹交流道,5K+250,,NFB-NR,
592,CCTV-N2-W-6.4-M,0000200100600H,,,,,,0,121.25123,25.028496,000020,國道2號,0,1,機場系統交流道,大竹交流道,6K+400,,NFB-NR,
593,CCTV-N2-W-8.31-M,,,,,,,0,121.26926,25.02507,,,,,機場系統交流道,大竹交流道,8K+310,,NFB-NR,
594,CCTV-N2-W-9.605-M,0000200100910H,,,,,,0,121.2763,25.015282,000020,國道2號,0,1,南桃園交流道,機場系統交流道,9K+605,,NFB-NR,
595,CCTV-N2-W-10.656-M,0000200101000H,,,,,,0,121.28167,25.007221,000020,國道2號,0,1,南桃園交流道,機場系統交流道,10K+656,,NFB-NR,
596,CCTV-N2-W-12-M,,,,,,,0,121.28352,24.995394,,,,,大湳交流道,南桃園交流道,12K+000,,NFB-NR,
597,CCTV-N2-W-13.9-M,0000200101300H,,,,,,0,121.28589,24.979368,000020,國道2號,0,1,大湳交流道,南桃園交流道,13K+900,,NFB-NR,
598,CCTV-N2-W-16.388-M,0000200101600H,,,,,,0,121.30889,24.973333,000020,國道2號,0,1,大湳交流道,南桃園交流道,16K+388,,NFB-NR,
599,CCTV-N2-W-16.83-M,0000200101600H,,,,,,0,121.31306,24.971666,000020,國道2號,0,1,大湳交流道,南桃園交流道,16K+830,,NFB-NR,
600,CCTV-N2-W-18.46-M,0000200101800H,,,,,,0,121.32445,24.961945,000020,國道2號,0,1,大湳交流道,南桃園交流道,18K+460,,NFB-NR,
601,CCTV-N2-W-18.95-M,,,,,,,0,121.32524,24.95816,,,,,鶯歌系統交流道,大湳交流道,18K+950,,NFB-NR,
602,CCTV-N2-W-19.58-M,0000200101800H,,,,,,0,121.325,24.956944,000020,國道2號,0,1,鶯歌系統交流道,大湳交流道,19K+580,,NFB-NR,
603,CCTV-N3-S-0.18-M,0000300000000C,,,,,,0,121.71576,25.14032,000030,國道3號,0,0,基金交流道,瑪東系統交流道,0K+180,,NFB-NR,
604,CCTV-N3-S-0.68-M,0000300000070C,,,,,,0,121.708755,25.1369,000030,國道3號,0,0,基金交流道,瑪東系統交流道,0K+680,,NFB-NR,
605,CCTV-N3-S-0.83-M,0000300000000C,,,,,,0,121.71495,25.139532,000030,國道3號,0,0,基金交流道,瑪東系統交流道,0K+830,,NFB-NR,
606,CCTV-N3-S-0.839-M,0000300000080C,,,,,,0,121.70781,25.136787,000030,國道3號,0,0,基金交流道,瑪東系統交流道,0K+839,,NFB-NR,
607,CCTV-N3-S-0.941-M,0000300000080C,,,,,,0,121.70685,25.136557,000030,國道3號,0,0,基金交流道,瑪東系統交流道,0K+941,,NFB-NR,
608,CCTV-N3-S-1.04-M,0000300000100C,,,,,,0,121.70573,25.136236,000030,國道3號,0,0,基金交流道,瑪東系統交流道,1K+040,,NFB-NR,
609,CCTV-N3-S-1.14-M,,,,,,,0,121.70982,25.130505,,,,,基金交流道,瑪東系統交流道,1K+140,,NFB-NR,
610,CCTV-N3-S-1.27-M,0000300000100C,,,,,,0,121.70351,25.135292,000030,國道3號,0,0,基金交流道,瑪東系統交流道,1K+270,,NFB-NR,
611,CCTV-N3-S-1.35-M,,,,,,,0,121.70982,25.1375,,,,,基金交流道,瑪東系統交流道,1K+350,,NFB-NR,
612,CCTV-N3-S-1.5-M,0000300000100C,,,,,,0,121.70166,25.134157,000030,國道3號,0,0,基金交流道,瑪東系統交流道,1K+500,,NFB-NR,
613,CCTV-N3-S-1.52-M,0000300000000C,,,,,,0,121.714745,25.139381,000030,國道3號,0,0,基金交流道,瑪東系統交流道,1K+520,,NFB-NR,
614,CCTV-N3-S-1.72-M,0000300000100C,,,,,,0,121.7,25.132597,000030,國道3號,0,0,基金交流道,瑪東系統交流道,1K+720,,NFB-NR,
615,CCTV-N3-S-1.73-M,,,,,,,0,121.70351,25.133713,,,,,基金交流道,瑪東系統交流道,1K+730,,NFB-NR,
616,CCTV-N3-S-1.776-M,0000300000100C,,,,,,0,121.69951,25.132008,000030,國道3號,0,0,基金交流道,瑪東系統交流道,1K+776,,NFB-NR,
617,CCTV-N3-S-1.8-M,0000300000100C,,,,,,0,121.6991,25.131422,000030,國道3號,0,0,基金交流道,瑪東系統交流道,1K+800,,NFB-NR,
618,CCTV-N3-S-2.065-M,0000300000200C,,,,,,0,121.69844,25.12934,000030,國道3號,0,0,基金交流道,瑪東系統交流道,2K+065,,NFB-NR,
619,CCTV-N3-S-2.67-M,,,,,,,0,121.69703,25.124416,,,,,瑪東系統交流道,汐止系統交流道,2K+670,,NFB-NR,
620,CCTV-N3-S-4.11-M,0000300000400C,,,,,,0,121.688614,25.114445,000030,國道3號,0,0,瑪東系統交流道,汐止系統交流道,4K+110,,NFB-NR,
621,CCTV-N3-S-4.92-M,0000300000400C,,,,,,0,121.68419,25.10841,000030,國道3號,0,0,瑪東系統交流道,汐止系統交流道,4K+920,,NFB-NR,
622,CCTV-N3-S-5.6-M,0000300000520C,,,,,,0,121.68056,25.103056,000030,國道3號,0,0,瑪東系統交流道,汐止系統交流道,5K+600,,NFB-NR,
623,CCTV-N3-S-5.86-M,0000300000520C,,,,,,0,121.681915,25.104593,000030,國道3號,0,0,瑪東系統交流道,汐止系統交流道,5K+860,,NFB-NR,
624,CCTV-N3-S-5.92-M,0000300000600C,,,,,,0,121.67777,25.10095,000030,國道3號,0,0,瑪東系統交流道,汐止系統交流道,5K+920,,NFB-NR,
625,CCTV-N3-S-6.01-M,0000300000520C,,,,,,0,121.681915,25.104593,000030,國道3號,0,0,瑪東系統交流道,汐止系統交流道,6K+010,,NFB-NR,
626,CCTV-N3-S-6.284-M,0000300000630C,,,,,,0,121.67506,25.09961,000030,國道3號,0,0,瑪東系統交流道,汐止系統交流道,6K+284,,NFB-NR,
627,CCTV-N3-S-7.11-M,0000300000700C,,,,,,0,121.66778,25.096945,000030,國道3號,0,0,瑪東系統交流道,汐止系統交流道,7K+110,,NFB-NR,
628,CCTV-N3-S-7.95-M,0000300000700C,,,,,,0,121.66091,25.09216,000030,國道3號,0,0,瑪東系統交流道,汐止系統交流道,7K+950,,NFB-NR,
629,CCTV-N3-S-8.18-M,,,,,,,0,121.68041,25.103376,,,,,瑪東系統交流道,汐止系統交流道,8K+180,,NFB-NR,
630,CCTV-N3-S-8.35-M,,,,,,,0,121.6619,25.069374,,,,,瑪東系統交流道,汐止系統交流道,8K+350,,NFB-NR,
631,CCTV-N3-S-8.42-M,0000300000830F,,,,,,0,121.65633,25.091307,000030,國道3號,0,0,瑪東系統交流道,汐止系統交流道,8K+420,,NFB-NR,
632,CCTV-N3-S-8.53-M,0000300000830F,,,,,,0,121.65694,25.091019,000030,國道3號,0,0,瑪東系統交流道,汐止系統交流道,8K+530,,NFB-NR,
633,CCTV-N3-S-8.67-M,0000300000830F,,,,,,0,121.654274,25.090467,000030,國道3號,0,0,瑪東系統交流道,汐止系統交流道,8K+670,,NFB-NR,
634,CCTV-N3-S-8.75-M,0000300000870F,,,,,,0,121.653755,25.089943,000030,國道3號,0,0,瑪東系統交流道,汐止系統交流道,8K+750,,NFB-NR,
635,CCTV-N3-S-10.02-M,0000300000900F,,,,,,0,121.64774,25.079973,000030,國道3號,0,0,瑪東系統交流道,汐止系統交流道,10K+020,,NFB-NR,
636,CCTV-N3-S-12.35-M,0000300001200F,,,,,,0,121.64139,25.060005,000030,國道3號,0,0,汐止系統交流道,新台五路交流道,12K+350,,NFB-NR,
637,CCTV-N3-S-13.725-M,0000300001360F,,,,,,0,121.63084,25.0525,000030,國道3號,0,0,新台五路交流道,南港交流道,13K+725,,NFB-NR,
638,CCTV-N3-S-14.144-M,0000300001410F,,,,,,0,121.62775,25.050158,000030,國道3號,0,0,新台五路交流道,南港交流道,14K+144,,NFB-NR,
639,CCTV-N3-S-14.75-M,0000300001410F,,,,,,0,121.62575,25.04457,000030,國道3號,0,0,新台五路交流道,南港交流道,14K+750,,NFB-NR,
640,CCTV-N3-S-16.49-M,0000300001630A,,,,,,0,121.61583,25.033056,000030,國道3號,0,0,南港系統交流道,南深路交流道,16K+490,,NFB-NR,
641,CCTV-N3-S-18.38-M,0000300001820A,,,,,,0,121.60157,25.023668,000030,國道3號,0,0,南深路交流道,木柵交流道,18K+380,,NFB-NR,
642,CCTV-N3-S-18.5-M,0000300001950F,,,,,,0,121.59632,25.009106,000030,國道3號,0,0,南深路交流道,木柵交流道,18K+500,,NFB-NR,
643,CCTV-N3-S-18.583-M,0000300001820A,,,,,,0,121.60053,25.022457,000030,國道3號,0,0,南深路交流道,木柵交流道,18K+583,,NFB-NR,
644,CCTV-N3-S-18.78-M,,,,,,,0,121.59912,25.016665,,,,,南深路交流道,木柵交流道,18K+780,,NFB-NR,
645,CCTV-N3-S-18.783-M,0000300001820A,,,,,,0,121.59955,25.021145,000030,國道3號,0,0,南深路交流道,木柵交流道,18K+783,,NFB-NR,
646,CCTV-N3-S-18.882-M,0000300001820A,,,,,,0,121.59923,25.020079,000030,國道3號,0,0,南深路交流道,木柵交流道,18K+882,,NFB-NR,
647,CCTV-N3-S-18.979-M,0000300001820A,,,,,,0,121.5989,25.019323,000030,國道3號,0,0,南深路交流道,木柵交流道,18K+979,,NFB-NR,
648,CCTV-N3-S-19.08-M,,,,,,,0,121.59491,25.002386,,,,,南深路交流道,木柵交流道,19K+080,,NFB-NR,
649,CCTV-N3-S-19.18-M,0000300001820A,,,,,,0,121.59828,25.017565,000030,國道3號,0,0,南深路交流道,木柵交流道,19K+180,,NFB-NR,
650,CCTV-N3-S-19.31-M,,,,,,,0,121.59447,25.010439,,,,,南深路交流道,木柵交流道,19K+310,,NFB-NR,
651,CCTV-N3-S-19.46-M,0000300001900A,,,,,,0,121.59766,25.015259,000030,國道3號,0,0,南深路交流道,木柵交流道,19K+460,,NFB-NR,
652,CCTV-N3-S-19.56-M,0000300001950F,,,,,,0,121.59735,25.01193,000030,國道3號,0,0,南深路交流道,木柵交流道,19K+560,,NFB-NR,
653,CCTV-N3-S-19.659-M,0000300001940A,,,,,,0,121.597336,25.01366,000030,國道3號,0,0,南深路交流道,木柵交流道,19K+659,,NFB-NR,
654,CCTV-N3-S-19.82-M,0000300001950F,,,,,,0,121.59735,25.011925,000030,國道3號,0,0,南深路交流道,木柵交流道,19K+820,,NFB-NR,
655,CCTV-N3-S-19.872-M,0000300001950F,,,,,,0,121.59678,25.011597,000030,國道3號,0,0,南深路交流道,木柵交流道,19K+872,,NFB-NR,
656,CCTV-N3-S-19.975-M,0000300001950F,,,,,,0,121.5965,25.009998,000030,國道3號,0,0,南深路交流道,木柵交流道,19K+975,,NFB-NR,
657,CCTV-N3-S-21.96-M,0000300002200A,,,,,,0,121.59181,24.989613,000030,國道3號,0,0,木柵交流道,木柵休息站,21K+960,,NFB-NR,
658,CCTV-N3-S-21.988-M,0000300002190A,,,,,,0,121.59243,24.991804,000030,國道3號,0,0,木柵交流道,木柵休息站,21K+988,,NFB-NR,
659,CCTV-N3-S-22.168-M,0000300002200A,,,,,,0,121.59189,24.989643,000030,國道3號,0,0,木柵交流道,木柵休息站,22K+168,,NFB-NR,
660,CCTV-N3-S-22.21-M,0000300002190A,,,,,,0,121.59254,24.991924,000030,國道3號,0,0,木柵交流道,木柵休息站,22K+210,,NFB-NR,
661,CCTV-N3-S-22.289-M,0000300002200A,,,,,,0,121.591606,24.988876,000030,國道3號,0,0,木柵交流道,木柵休息站,22K+289,,NFB-NR,
662,CCTV-N3-S-22.348-M,0000300002200A,,,,,,0,121.59145,24.98833,000030,國道3號,0,0,木柵交流道,木柵休息站,22K+348,,NFB-NR,
663,CCTV-N3-S-22.5-M,0000300002200A,,,,,,0,121.59181,24.989595,000030,國道3號,0,0,木柵交流道,木柵休息站,22K+500,,NFB-NR,
664,CCTV-N3-S-22.59-M,0000300002200A,,,,,,0,121.590805,24.986977,000030,國道3號,0,0,木柵交流道,木柵休息站,22K+590,,NFB-NR,
665,CCTV-N3-S-22.708-M,0000300002200A,,,,,,0,121.59025,24.985977,000030,國道3號,0,0,木柵交流道,木柵休息站,22K+708,,NFB-NR,
666,CCTV-N3-S-22.77-M,0000300002110A,,,,,,0,121.59331,24.995735,000030,國道3號,0,0,木柵交流道,木柵休息站,22K+770,,NFB-NR,
667,CCTV-N3-S-22.898-M,0000300002200A,,,,,,0,121.58944,24.984772,000030,國道3號,0,0,木柵交流道,木柵休息站,22K+898,,NFB-NR,
668,CCTV-N3-S-23.02-M,0000300002300A,,,,,,0,121.58473,24.980719,000030,國道3號,0,0,木柵交流道,木柵休息站,23K+020,,NFB-NR,
669,CCTV-N3-S-23.192-M,0000300002200A,,,,,,0,121.58801,24.982922,000030,國道3號,0,0,木柵交流道,木柵休息站,23K+192,,NFB-NR,
670,CCTV-N3-S-23.26-M,,,,,,,0,121.58593,24.982424,,,,,木柵交流道,木柵休息站,23K+260,,NFB-NR,
671,CCTV-N3-S-23.392-M,0000300002300A,,,,,,0,121.58676,24.981728,000030,國道3號,0,0,木柵交流道,木柵休息站,23K+392,,NFB-NR,
672,CCTV-N3-S-23.482-M,0000300002300A,,,,,,0,121.58602,24.981007,000030,國道3號,0,0,木柵交流道,木柵休息站,23K+482,,NFB-NR,
673,CCTV-N3-S-23.53-M,0000300002300A,,,,,,0,121.58448,24.97988,000030,國道3號,0,0,木柵交流道,木柵休息站,23K+530,,NFB-NR,
674,CCTV-N3-S-23.592-M,0000300002300A,,,,,,0,121.58499,24.980234,000030,國道3號,0,0,木柵交流道,木柵休息站,23K+592,,NFB-NR,
675,CCTV-N3-S-23.95-M,0000300002370A,,,,,,0,121.58141,24.978243,000030,國道3號,0,0,木柵交流道,木柵休息站,23K+950,,NFB-NR,
676,CCTV-N3-S-23.98-M,0000300002450A,,,,,,0,121.57585,24.97663,000030,國道3號,0,0,木柵交流道,木柵休息站,23K+980,,NFB-NR,
677,CCTV-N3-S-24.14-M,0000300002390A,,,,,,0,121.58001,24.977716,000030,國道3號,0,0,木柵交流道,木柵休息站,24K+140,,NFB-NR,
678,CCTV-N3-S-24.18-M,0000300002300A,,,,,,0,121.583565,24.979252,000030,國道3號,0,0,木柵交流道,木柵休息站,24K+180,,NFB-NR,
679,CCTV-N3-S-24.32-M,0000300002390A,,,,,,0,121.580215,24.97792,000030,國道3號,0,0,木柵交流道,木柵休息站,24K+320,,NFB-NR,
680,CCTV-N3-S-24.644-M,0000300002450A,,,,,,0,121.57446,24.97611,000030,國道3號,0,0,木柵交流道,木柵休息站,24K+644,,NFB-NR,
681,CCTV-N3-S-25.704-M,0000300002500A,,,,,,0,121.56401,24.97744,000030,國道3號,0,0,木柵休息站,新店交流道,25K+704,,NFB-NR,
682,CCTV-N3-S-26.15-M,0000300002600A,,,,,,0,121.55944,24.976944,000030,國道3號,0,0,木柵休息站,新店交流道,26K+150,,NFB-NR,
683,CCTV-N3-S-27.29-M,,,,,,,0,121.54403,24.966757,,,,,新店交流道,安坑交流道,27K+290,,NFB-NR,
684,CCTV-N3-S-27.34-M,0000300002720F,,,,,,0,121.55063,24.970337,000030,國道3號,0,0,新店交流道,安坑交流道,27K+340,,NFB-NR,
685,CCTV-N3-S-27.55-M,,,,,,,0,121.54316,24.966713,,,,,新店交流道,安坑交流道,27K+550,,NFB-NR,
686,CCTV-N3-S-27.56-M,0000300002720F,,,,,,0,121.55011,24.969606,000030,國道3號,0,0,新店交流道,安坑交流道,27K+560,,NFB-NR,
687,CCTV-N3-S-27.795-M,0000300002720F,,,,,,0,121.54907,24.968575,000030,國道3號,0,0,新店交流道,安坑交流道,27K+795,,NFB-NR,
688,CCTV-N3-S-27.9-M,,,,,,,0,121.53949,24.959883,,,,,新店交流道,安坑交流道,27K+900,,NFB-NR,
689,CCTV-N3-S-27.995-M,0000300002720F,,,,,,0,121.54788,24.967049,000030,國道3號,0,0,新店交流道,安坑交流道,27K+995,,NFB-NR,
690,CCTV-N3-S-28.16-M,,,,,,,0,121.54316,24.966713,,,,,新店交流道,安坑交流道,28K+160,,NFB-NR,
691,CCTV-N3-S-28.195-M,0000300002720F,,,,,,0,121.54677,24.96551,000030,國道3號,0,0,新店交流道,安坑交流道,28K+195,,NFB-NR,
692,CCTV-N3-S-28.295-M,0000300002800F,,,,,,0,121.54614,24.964603,000030,國道3號,0,0,新店交流道,安坑交流道,28K+295,,NFB-NR,
693,CCTV-N3-S-28.341-M,0000300002800F,,,,,,0,121.54482,24.96268,000030,國道3號,0,0,新店交流道,安坑交流道,28K+341,,NFB-NR,
694,CCTV-N3-S-28.535-M,0000300002840F,,,,,,0,121.5435,24.96133,000030,國道3號,0,0,新店交流道,安坑交流道,28K+535,,NFB-NR,
695,CCTV-N3-S-28.57-M,,,,,,,0,121.541824,24.961796,,,,,新店交流道,安坑交流道,28K+570,,NFB-NR,
696,CCTV-N3-S-28.7-M,0000300002860F,,,,,,0,121.542854,24.960552,000030,國道3號,0,0,新店交流道,安坑交流道,28K+700,,NFB-NR,
697,CCTV-N3-S-28.74-M,,,,,,,0,121.541824,24.961796,,,,,新店交流道,安坑交流道,28K+740,,NFB-NR,
698,CCTV-N3-S-28.93-M,,,,,,,0,121.541824,24.961796,,,,,新店交流道,安坑交流道,28K+930,,NFB-NR,
699,CCTV-N3-S-31.2-M,,,,,,,0,121.52407,24.97062,,,,,安坑交流道,中和交流道,31K+200,,NFB-NR,
700,CCTV-N3-S-32.19-M,0000300003200F,,,,,,0,121.51757,24.976805,000030,國道3號,0,0,安坑交流道,中和交流道,32K+190,,NFB-NR,
701,CCTV-N3-S-32.75-M,,,,,,,0,121.50936,24.979141,,,,,安坑交流道,中和交流道,32K+750,,NFB-NR,
702,CCTV-N3-S-32.94-M,0000300003260F,,,,,,0,121.510284,24.977463,000030,國道3號,0,0,安坑交流道,中和交流道,32K+940,,NFB-NR,
703,CCTV-N3-S-33.35-M,0000300003310F,,,,,,0,121.50718,24.978037,000030,國道3號,0,0,安坑交流道,中和交流道,33K+350,,NFB-NR,
704,CCTV-N3-S-34.223-M,0000300003430F,,,,,,0,121.49772,24.980906,000030,國道3號,0,0,安坑交流道,中和交流道,34K+223,,NFB-NR,
705,CCTV-N3-S-34.37-M,,,,,,,0,121.49286,24.98142,,,,,安坑交流道,中和交流道,34K+370,,NFB-NR,
